K562	rank_K562	MCF7	rank_MCF7	NCIH2030	rank_NCIH2030	LPS141	rank_LPS141	SKMEL2	rank_SKMEL2
CEACAM1	18003	SLC28A2	18003	ZNF575	18003	PATE1	18003	NHSL1	18003
SH2B1	18004	C20orf194	18004	MAML3	18004	DDIT4	18004	IL17C	18004
NUDT16L1	18005	ATP13A2	18005	SLC28A2	18005	TMEM208	18005	ZNF18	18005
HOXA9	18006	SLC51B	18006	LRTM2	18006	TBXA2R	18006	MSRA	18006
TRH	18007	RABGAP1L	18007	CLPTM1	18007	C17orf112	18007	SLIT2	18007
GPSM3	18008	CLDN9	18008	KLHDC7A	18008	GRPR	18008	LCN12	18008
ALPPL2	18009	SPTBN5	18009	HLA-DPA1	18009	ZNF461	18009	ZNF645	18009
NEURL2	18010	LRRN4	18010	FBXW10	18010	IL15RA	18010	RMND5B	18010
CNPPD1	18011	C1QTNF5	18011	VSTM2L	18011	C10orf111	18011	CLCNKB	18011
SPARC	18012	ARHGAP17	18012	TREM1	18012	S100A6	18012	C16orf47	18012
PRCP	18013	UPP1	18013	KRTAP22-1	18013	RPS4Y2	18013	KIAA1211	18013
MXD3	18014	CLRN2	18014	ATG4B	18014	PRNP	18014	FNDC8	18014
HRK	18015	FOXI2	18015	ECE2	18015	NCKAP5	18015	DDX3Y	18015
RARRES1	18016	UGT1A5	18016	PLXNA3	18016	BRD1	18016	NYNRIN	18016
RIPK1	18017	BHLHE22	18017	ZNF562	18017	SNX30	18017	HYAL4	18017
NRROS	18018	CLTA	18018	SNX21	18018	DMTN	18018	C20orf27	18018
ANKRD60	18019	CLEC1A	18019	CTHRC1	18019	KRTAP15-1	18019	PILRB	18019
PPM1K	18020	FUT6	18020	PAGE4	18020	TRIB3	18020	OR52K1	18020
FGFR2	18021	ANKRD33B	18021	LMOD1	18021	SAC3D1	18021	ZSWIM6	18021
OR1D5	18022	TYROBP	18022	GDPD4	18022	CCL2	18022	ASB16	18022
PSTPIP1	18023	STMN2	18023	SAP25	18023	DLL4	18023	NUAK1	18023
PITX3	18024	PRKACG	18024	MAPKAPK3	18024	TBC1D25	18024	C1orf137	18024
CHRM5	18025	TRIM35	18025	DDX60	18025	ANOS1	18025	C18orf65	18025
RIC3	18026	DACT2	18026	PVRL4	18026	ZNF785	18026	CES1	18026
TTYH3	18027	TGFBR3L	18027	LCN15	18027	EGLN1	18027	TMEM132B	18027
KIAA0556	18028	LAPTM4A	18028	APOBEC3H	18028	CPLX2	18028	CAPN12	18028
MEX3D	18029	OR1Q1	18029	PPARG	18029	RNF225	18029	TMEM262	18029
PRPS1	18030	MYADM	18030	VKORC1	18030	KIR2DL4	18030	LY96	18030
SOSTDC1	18031	C1orf122	18031	HAND1	18031	CXorf38	18031	CD38	18031
NPAP1	18032	PTH1R	18032	DELEC1	18032	BCL6	18032	DNAJC27	18032
VAPB	18033	CHRNA2	18033	CRB1	18033	GPR158	18033	SHCBP1L	18033
GPRC5B	18034	DPCR1	18034	FAM19A2	18034	WBSCR28	18034	ADIRF	18034
GRM2	18035	ACTBL2	18035	LCLAT1	18035	UTRN	18035	CHRM4	18035
ZNF12	18036	FRMD1	18036	SH2D4A	18036	KIAA1919	18036	HAX1	18036
LOC100505478	18037	TECTB	18037	RUNX1	18037	ZNF213	18037	TDRP	18037
PF4	18038	MAGED4B	18038	TUBA4A	18038	SPRR2G	18038	PAFAH2	18038
GPR83	18039	AR	18039	SPRED3	18039	ELOVL1	18039	CCL16	18039
OR1E2	18040	TRPV5	18040	MAPKAPK2	18040	HOXD9	18040	NOXA1	18040
ACADSB	18041	BRINP1	18041	MFSD7	18041	NOX1	18041	DNAJC7	18041
RANBP6	18042	INA	18042	OR2T5	18042	CCDC157	18042	LAMA5	18042
C1orf177	18043	RXRA	18043	PRELP	18043	COL13A1	18043	EFNA1	18043
NAT8B	18044	CTNND2	18044	ANKRD65	18044	MLNR	18044	OR4D1	18044
F8	18045	SCN1B	18045	FAM150B	18045	DLG2	18045	ZNF549	18045
NPC1L1	18046	JAG1	18046	ARVCF	18046	PRR23A	18046	KRTAP8-1	18046
SYNJ2BP-COX16	18047	PLCL2	18047	CPPED1	18047	SGK2	18047	FOXA1	18047
FAM9C	18048	ZNF821	18048	SMIM10	18048	NTN5	18048	ELL2	18048
FNIP2	18049	KCNJ14	18049	SMIM23	18049	ACTC1	18049	NEK5	18049
SPP1	18050	GFRAL	18050	STOX1	18050	PRMT8	18050	PDCD2L	18050
CDH9	18051	SPRR2D	18051	C1QB	18051	ZNF710	18051	DEFA3	18051
PILRA	18052	VWA7	18052	GDF7	18052	FRAT2	18052	SPTBN1	18052
AMDHD2	18053	TMEM102	18053	ADGRF5	18053	ANP32C	18053	CIB4	18053
OR2M4	18054	ISLR	18054	IL17B	18054	CHCHD10	18054	SLC9A3R2	18054
GATA3	18055	LONRF3	18055	TPST2	18055	PPARG	18055	P2RY8	18055
EBF3	18056	IDO1	18056	HNF4G	18056	DAPK3	18056	UMOD	18056
BMP3	18057	DCT	18057	PRR20B	18057	GP5	18057	HHLA3	18057
DLGAP1	18058	ZNF467	18058	WT1	18058	SCIN	18058	PDLIM2	18058
MRPL1	18059	LTBP4	18059	CDX2	18059	RELT	18059	BRINP1	18059
FRAT1	18060	SDCCAG8	18060	COL26A1	18060	PACSIN2	18060	SYT1	18060
FAM132B	18061	DPP9	18061	C2orf74	18061	NPRL3	18061	SEC14L4	18061
AP2A2	18062	PEAK1	18062	NUDT16L1	18062	C21orf140	18062	ADCY1	18062
ERICH6B	18063	ARHGEF9	18063	ACTC1	18063	PNPO	18063	MAGEC1	18063
FTHL17	18064	NAB2	18064	TNFRSF10A	18064	MIXL1	18064	B3GAT1	18064
SPATA45	18065	CCDC106	18065	LRRC28	18065	MYOZ1	18065	GRAMD1A	18065
TMEM63C	18066	ARHGAP36	18066	INPP5J	18066	CXCR5	18066	ZAK	18066
CMC2	18067	SRRM5	18067	ZNF665	18067	ACAN	18067	LHFPL4	18067
MORN5	18068	SYT13	18068	CCND2	18068	PTH2	18068	CRABP1	18068
ALX3	18069	RABEP2	18069	SLC13A1	18069	NIN	18069	RSPH3	18069
TMEM170A	18070	KRTAP19-3	18070	GPR143	18070	GPR139	18070	TMEM55A	18070
BFSP2	18071	TFCP2L1	18071	CEP72	18071	ANXA4	18071	THEM6	18071
TCEAL1	18072	ZNF507	18072	TFF3	18072	NKPD1	18072	CHDH	18072
DECR2	18073	ZBED4	18073	BRINP1	18073	CNDP2	18073	MAGEB6	18073
PRKAB2	18074	CCDC85C	18074	CDH2	18074	MYD88	18074	PHLPP1	18074
VWA2	18075	LRRC26	18075	CCR8	18075	PHOX2A	18075	PANK2	18075
B3GNT6	18076	SLC25A35	18076	TTR	18076	ARHGAP17	18076	HLA-DPA1	18076
LEMD3	18077	PRSS46	18077	NUDT12	18077	KRTAP9-1	18077	ZNF433	18077
APPL2	18078	HEYL	18078	RBFOX1	18078	RRBP1	18078	FAM181B	18078
HBA1	18079	LOC100129520	18079	TMEM246	18079	CABLES2	18079	YPEL4	18079
FIZ1	18080	FRMD7	18080	CD163	18080	WFDC11	18080	IL17F	18080
RARA	18081	DDAH2	18081	OPN1MW	18081	PAX7	18081	SPG20	18081
LPIN2	18082	ZNF208	18082	TRIM27	18082	INSM1	18082	ZBTB47	18082
OXTR	18083	CFAP57	18083	CPE	18083	MMP15	18083	TSPAN14	18083
IL4I1	18084	BECN2	18084	LRRC42	18084	MCIDAS	18084	TYROBP	18084
TSPYL6	18085	C9orf106	18085	PRDM4	18085	CALML5	18085	OR8B12	18085
KLHL18	18086	CD207	18086	MTMR11	18086	ZNF276	18086	ZNF530	18086
VKORC1	18087	AQP12B	18087	MTNR1B	18087	KIF27	18087	NCS1	18087
PCDH11Y	18088	WBP1L	18088	TMCC2	18088	ARL6IP4	18088	SFT2D1	18088
C16orf89	18089	GPR62	18089	KRTAP13-4	18089	DNASE1L2	18089	GPRIN2	18089
SPRY3	18090	SNX33	18090	C19orf25	18090	TMEM175	18090	SH2D7	18090
KRTAP3-2	18091	LTB4R2	18091	PRR20A	18091	ZNF541	18091	ENTPD2	18091
FUT4	18092	ODC1	18092	LOC100129697	18092	COL1A1	18092	KRT79	18092
PCDH1	18093	IL17A	18093	OSBPL5	18093	CXorf23	18093	DNMT3L	18093
RBMY1B	18094	IGFL1	18094	ATCAY	18094	TYMS	18094	GNPDA2	18094
GDPD3	18095	OR11L1	18095	KDM5C	18095	MAGEB16	18095	SIRT1	18095
KCNK15	18096	MSANTD2	18096	JAM3	18096	NUGGC	18096	TSPEAR	18096
THEMIS2	18097	GPR141	18097	PGRMC1	18097	DEDD2	18097	ELMO3	18097
GLTPD2	18098	PLAT	18098	SCN1B	18098	NPHS1	18098	C1QC	18098
TRIML2	18099	ATXN1	18099	PSAPL1	18099	RGR	18099	ACOT2	18099
PDLIM2	18100	FAM26E	18100	VKORC1L1	18100	JAZF1	18100	FRS3	18100
SLC38A8	18101	NEK6	18101	C8orf22	18101	GNRH1	18101	CCDC136	18101
RTL1	18102	PI16	18102	NR2F2	18102	TGM2	18102	ARHGEF18	18102
KLF10	18103	AK1	18103	ERI1	18103	ZNF547	18103	PIGL	18103
GSTP1	18104	IFNA13	18104	FOXP3	18104	VSIG10	18104	CALR	18104
SLC6A16	18105	KIAA0408	18105	GPANK1	18105	PECR	18105	ZNF766	18105
ZMYM6NB	18106	MIIP	18106	C7orf34	18106	CNTROB	18106	CHRFAM7A	18106
ZNF598	18107	CNNM1	18107	CNTD2	18107	C1orf115	18107	CGA	18107
DHRS1	18108	SOWAHA	18108	LOC728392	18108	KRT35	18108	LRRC4	18108
CLDN25	18109	ATP1A3	18109	BHLHE22	18109	NAAA	18109	KLK2	18109
IFT122	18110	C3orf30	18110	KRT8	18110	TGIF2	18110	ADRA1A	18110
DPM1	18111	OR4C46	18111	GALR1	18111	DSP	18111	CDKN2D	18111
ANXA10	18112	CREG2	18112	DLX2	18112	ABHD16B	18112	RSU1	18112
MYADML2	18113	KCNJ4	18113	S100A6	18113	METTL20	18113	NICN1	18113
CDKN2B	18114	MGP	18114	MAGEH1	18114	CAND2	18114	WDR72	18114
GTF2IRD1	18115	FAM47C	18115	FAM175B	18115	ADAM20	18115	CA14	18115
PDK4	18116	TMBIM4	18116	CDKL5	18116	UBE2QL1	18116	LPAR4	18116
CORIN	18117	FOXO3	18117	ARHGAP17	18117	C19orf71	18117	DSCAM	18117
LDB3	18118	RASGEF1A	18118	DGKB	18118	GADD45A	18118	PKDCC	18118
IAH1	18119	CXXC5	18119	BSPRY	18119	IGF1	18119	NPBWR1	18119
L1CAM	18120	OR52N2	18120	MISP	18120	CLUL1	18120	SARNP	18120
UAP1L1	18121	ZNF544	18121	FABP4	18121	EFNA1	18121	PDXP	18121
FAM131C	18122	GPR162	18122	EBP	18122	OR4C46	18122	PRORY	18122
RGS14	18123	SLC22A13	18123	SLC13A4	18123	OSCAR	18123	PDZRN4	18123
PLOD3	18124	ALPK3	18124	TECRL	18124	USP27X	18124	ZNF285	18124
GPM6A	18125	PNLIPRP2	18125	VLDLR	18125	KISS1R	18125	FAM72D	18125
ADCY9	18126	PRMT8	18126	MBOAT4	18126	ASB14	18126	KLHL29	18126
PRR27	18127	PPP1R13L	18127	APLP2	18127	TMPPE	18127	TMEM151A	18127
FYTTD1	18128	REPS2	18128	PBX4	18128	ZBED4	18128	TAPBP	18128
MYCT1	18129	RAI2	18129	CECR6	18129	C9orf173	18129	SNX6	18129
DPEP2	18130	LILRB4	18130	SFI1	18130	HRH3	18130	DUSP7	18130
SMTN	18131	FAM120AOS	18131	CRAMP1L	18131	HBZ	18131	PKP1	18131
CDH18	18132	LONRF1	18132	PABPC4	18132	STAM	18132	FAM217B	18132
CTSE	18133	S100A6	18133	MUC15	18133	MAB21L1	18133	TCF19	18133
TMEM132C	18134	DECR2	18134	PI3	18134	WAS	18134	RNF186	18134
ZNF550	18135	FIBIN	18135	TRIM3	18135	WDR54	18135	TNFSF11	18135
STX11	18136	TBATA	18136	DEFB124	18136	SYAP1	18136	SLC35D1	18136
SCARF1	18137	C17orf78	18137	LRFN1	18137	FOXJ2	18137	OR52H1	18137
PLLP	18138	SALL3	18138	LTB	18138	MMP28	18138	CALN1	18138
ANKRD61	18139	GATA5	18139	HBQ1	18139	KIAA0319L	18139	CLLU1OS	18139
NR1I2	18140	PRSS42	18140	CHST1	18140	F2RL3	18140	CACNG8	18140
ZNF395	18141	CLIC4	18141	HS6ST2	18141	PYCARD	18141	CXCR6	18141
PWWP2B	18142	CAPN12	18142	KCTD13	18142	IRX4	18142	CEACAM1	18142
NTSR1	18143	MAPK12	18143	MEN1	18143	KCNK12	18143	MDGA1	18143
SMIM10	18144	FGF2	18144	BTBD11	18144	NR1H3	18144	FOXI2	18144
SLC9A3R2	18145	WDR27	18145	SLC34A3	18145	PLEKHM3	18145	KBTBD13	18145
ZNRF3	18146	ZNF665	18146	MAGEA5	18146	GRM7	18146	KANK1	18146
ANKRD27	18147	PCDHAC1	18147	MAB21L2	18147	FAM131B	18147	ARMC12	18147
CTSL	18148	DMWD	18148	PRRG3	18148	MCEE	18148	DAO	18148
GJB4	18149	MAL2	18149	ETV2	18149	MLLT6	18149	MAGEA8	18149
CHAC2	18150	SLC25A43	18150	MURC	18150	TMEM52	18150	SH2B1	18150
NOG	18151	DYNLT1	18151	C16orf45	18151	ZDHHC2	18151	CYP1B1	18151
NBEA	18152	CSRP3	18152	CELSR1	18152	E2F1	18152	SS18L1	18152
THNSL2	18153	SLC30A2	18153	SMIM10L1	18153	ZNF398	18153	MYOM1	18153
RAMP2	18154	CACNG6	18154	CNN2	18154	ATP2A1	18154	FAM155A	18154
PTHLH	18155	CLCNKB	18155	LIPA	18155	RLBP1	18155	AKNAD1	18155
ITGB5	18156	SUV420H2	18156	ATP7B	18156	LMOD1	18156	STARD5	18156
GREB1	18157	KCNA3	18157	SULF2	18157	OR51S1	18157	GRM8	18157
AGXT	18158	PCDHA7	18158	TMEM8C	18158	MIER2	18158	RNASE12	18158
FAM214A	18159	CDC42EP5	18159	ZBED3	18159	GSR	18159	FAM132B	18159
LFNG	18160	SPON2	18160	MYOM2	18160	LAMB3	18160	CD8A	18160
TTYH2	18161	C5orf52	18161	ZWILCH	18161	TCF7L1	18161	USP17L13	18161
CCDC158	18162	APOBEC3H	18162	MAPK4	18162	RPS6KA5	18162	C1orf115	18162
TRUB1	18163	GGACT	18163	DCN	18163	ROBO3	18163	MEOX1	18163
TNFSF13	18164	PROSER2	18164	C19orf81	18164	LRRC26	18164	NIPSNAP1	18164
AK3	18165	NUGGC	18165	TIMP3	18165	LOC400927-CSNK1E	18165	PTF1A	18165
OR2T11	18166	KCNE5	18166	CSDC2	18166	HOXA3	18166	GSTCD	18166
KRTAP19-7	18167	MYD88	18167	TMTC4	18167	CLIC1	18167	CYP11B1	18167
HOXA11	18168	C18orf65	18168	LMCD1	18168	ZBTB4	18168	CASP5	18168
RANBP3L	18169	PGRMC2	18169	ZNF274	18169	DMRTB1	18169	MICU1	18169
PROSER1	18170	BPGM	18170	RALGDS	18170	RHOU	18170	DVL2	18170
TFAP2A	18171	ZNF654	18171	SRGAP1	18171	C5AR2	18171	KLF12	18171
LOC728392	18172	LDOC1L	18172	ZNF618	18172	RTL1	18172	CREG1	18172
PCGF5	18173	FZD7	18173	TMEM151A	18173	STK38L	18173	CORO7	18173
TCERG1L	18174	CTF1	18174	BAIAP2L1	18174	CSF3	18174	SMIM10	18174
SHISA5	18175	PLA2G2C	18175	BMX	18175	C9orf172	18175	LSS	18175
BPIFA1	18176	PCDH11Y	18176	PCSK6	18176	PXDC1	18176	HHATL	18176
CABP2	18177	FBXW2	18177	SSTR3	18177	CDH4	18177	IQCE	18177
NLGN4Y	18178	TRIM49D1	18178	SRGN	18178	LINGO4	18178	MAPKBP1	18178
MOB3A	18179	ARHGEF15	18179	PSPN	18179	THYN1	18179	GFAP	18179
SLC12A5	18180	CLDN25	18180	JMY	18180	GOLGA8A	18180	CT47A10	18180
PVRL4	18181	DNMT3A	18181	ACAT2	18181	MIA	18181	RBFOX2	18181
MXRA8	18182	LCOR	18182	LTBP4	18182	MEGF8	18182	KCNE3	18182
MYO16	18183	IL5RA	18183	ZNF346	18183	BTN2A2	18183	SCGN	18183
PRSS37	18184	THAP3	18184	TCF12	18184	PRR7	18184	AHNAK	18184
GAS1	18185	RAMP2	18185	GIMD1	18185	DHRS13	18185	TMC4	18185
FAM120AOS	18186	MPP1	18186	MTHFS	18186	GSN	18186	FMO1	18186
DUSP9	18187	AMIGO3	18187	RASA2	18187	BBC3	18187	ZBTB7B	18187
SAMD12	18188	ZNF852	18188	ARHGAP22	18188	SCAMP3	18188	OTC	18188
LILRB4	18189	TMEM252	18189	ZNF177	18189	FAM196A	18189	ARL13B	18189
ZNF141	18190	PHF21B	18190	MSANTD2	18190	TNFRSF14	18190	PRKCSH	18190
KCNQ4	18191	ITSN2	18191	PVR	18191	OPN3	18191	ZIC1	18191
MACROD1	18192	BCAR3	18192	USP28	18192	OR1E1	18192	PPM1M	18192
LGI3	18193	PCDHGB2	18193	CLCNKB	18193	RIC8A	18193	MED23	18193
KLRG2	18194	ZNF484	18194	ACTN4	18194	C9	18194	OTOR	18194
UBAC1	18195	NIPAL3	18195	CLDN16	18195	ICAM5	18195	C9orf131	18195
THBS2	18196	KRTAP10-8	18196	TSPY2	18196	KRT9	18196	SEMA3G	18196
TRIM10	18197	ZBTB21	18197	ACTL7A	18197	RGS3	18197	RDH8	18197
FAM43A	18198	FAM229A	18198	SMUG1	18198	BMP2	18198	PID1	18198
COTL1	18199	ZIC3	18199	PATE3	18199	CCDC106	18199	LRRC31	18199
CCDC153	18200	RGS9BP	18200	SPPL2A	18200	AVPR1A	18200	SLC22A31	18200
TM4SF19	18201	B3GAT1	18201	FAM167B	18201	CYB5D2	18201	PPM1L	18201
HMGB4	18202	PHLDB3	18202	DISP1	18202	SLC7A9	18202	CPT1A	18202
FAM198A	18203	SNURF	18203	UBE2L6	18203	ZNF611	18203	PHYHIP	18203
PCMT1	18204	RBMY1J	18204	ASGR1	18204	PRRT1	18204	HOXB13	18204
MAGEA11	18205	SPAG7	18205	DNAH1	18205	C12orf71	18205	MTMR7	18205
CDY1B	18206	KIAA1147	18206	PGLYRP2	18206	TSKS	18206	DPYSL5	18206
CAV3	18207	IAPP	18207	CRELD2	18207	TARM1	18207	CR1	18207
GBP1	18208	CCDC85B	18208	FGF4	18208	CDKL5	18208	ASXL3	18208
EDN2	18209	ARVCF	18209	TCEB3	18209	DGKB	18209	OCEL1	18209
TMEM218	18210	NICN1	18210	C17orf82	18210	SLC6A3	18210	MAFA	18210
GLRX	18211	SLC2A4	18211	ZNF296	18211	BCL11B	18211	GCNT7	18211
ROM1	18212	ZNF189	18212	SOX10	18212	C16orf54	18212	PXDNL	18212
HERC6	18213	RMND5B	18213	MICALL1	18213	PEAR1	18213	SLC2A8	18213
PRY2	18214	BNC2	18214	SURF2	18214	GFRA4	18214	SOCS4	18214
CLDN11	18215	TGM2	18215	ZNF12	18215	TTC23L	18215	OR8K1	18215
LCOR	18216	LOC100652758	18216	HOXD9	18216	MPP1	18216	HIVEP1	18216
GNPTG	18217	IHH	18217	CLDND2	18217	POU4F1	18217	KRT12	18217
SUSD1	18218	FAM170A	18218	LTA	18218	NUDT11	18218	BHLHE22	18218
LSMEM2	18219	DOCK9	18219	NT5C2	18219	IRF8	18219	DCAF5	18219
MICAL1	18220	EREG	18220	CFAP99	18220	RSRP1	18220	CYHR1	18220
PIP5KL1	18221	TPGS1	18221	GPNMB	18221	DIO2	18221	C19orf12	18221
UBD	18222	GNG4	18222	FATE1	18222	TSPAN4	18222	DUSP5	18222
TRIM59	18223	OR8G1	18223	HLA-DQA1	18223	PVRL4	18223	NR0B1	18223
TRIL	18224	TMEM255B	18224	OXTR	18224	SLFN11	18224	P4HA3	18224
C10orf111	18225	ANXA11	18225	KLHL6	18225	KIF13B	18225	ABI3	18225
BBC3	18226	EHMT1	18226	CDKN2AIP	18226	RANBP3L	18226	KRTAP27-1	18226
ITFG3	18227	FIBCD1	18227	MGAM	18227	RAI2	18227	TMEM220	18227
C1QTNF2	18228	RBM7	18228	HEATR5A	18228	MYO1C	18228	UNG	18228
PQLC1	18229	NIPSNAP1	18229	DSPP	18229	ACADVL	18229	SYT12	18229
RAB11FIP3	18230	SYNJ2BP-COX16	18230	LZTS3	18230	PLEKHG1	18230	TRAPPC10	18230
TECPR2	18231	CCL21	18231	MEDAG	18231	CACNA1F	18231	ANKLE1	18231
LYRM1	18232	CHDH	18232	MOCS1	18232	RNF135	18232	SEC24D	18232
KCNJ2	18233	GALNT2	18233	CASP3	18233	BMP1	18233	CCDC23	18233
PLP1	18234	EFNA1	18234	NR5A1	18234	USP35	18234	TBX6	18234
ZCCHC4	18235	BSPRY	18235	HIST1H2BG	18235	KCNF1	18235	PDE6B	18235
PSMD9	18236	USF1	18236	COLCA2	18236	POMK	18236	KRTCAP3	18236
G0S2	18237	KLK13	18237	PAFAH2	18237	STAC2	18237	AP3B2	18237
ALOX5AP	18238	CDY1B	18238	SYNE4	18238	RABAC1	18238	HOXB7	18238
FOXN4	18239	C17orf97	18239	SFTPC	18239	NEUROG2	18239	OXLD1	18239
NR5A1	18240	IRF6	18240	IAPP	18240	CADM4	18240	C19orf73	18240
ELAVL4	18241	RAI14	18241	DEFB121	18241	ABHD12	18241	ZNF814	18241
B3GNT5	18242	SP5	18242	TRIM17	18242	DENND2A	18242	SDPR	18242
ODF2	18243	CELA2A	18243	FPR3	18243	P2RY4	18243	NLK	18243
SMPD3	18244	DAOA	18244	KIRREL3	18244	ZIK1	18244	TMEM249	18244
ARRDC4	18245	BTBD11	18245	GPR32	18245	H2AFB2	18245	EGFLAM	18245
TIGD5	18246	DAZ4	18246	HIST1H2AD	18246	C8orf4	18246	CCL21	18246
TGFB1	18247	HHIPL2	18247	OR4X1	18247	C20orf78	18247	FBXW10	18247
TMEM33	18248	ARL4C	18248	PPAPDC1A	18248	HPN	18248	ARID3C	18248
FAM20A	18249	CPLX2	18249	TRIM35	18249	OR5W2	18249	ASB13	18249
LZTS2	18250	ARSF	18250	PIK3IP1	18250	PANX3	18250	BTBD6	18250
ABCC4	18251	SPRN	18251	FAM19A5	18251	CD40	18251	TSPY2	18251
PRDM8	18252	FN3K	18252	CCNI	18252	ESRRB	18252	OR51Q1	18252
LY6K	18253	CD163	18253	SFRP1	18253	PCGF1	18253	PRDM14	18253
FHL1	18254	BLOC1S4	18254	LAMC3	18254	AKAP14	18254	ADGRE5	18254
CBR1	18255	ZNF445	18255	MMP20	18255	SOWAHA	18255	SPATA31D4	18255
TRMT12	18256	TMEM119	18256	PPP1R16A	18256	RNF165	18256	SSTR3	18256
CMTM3	18257	SPACA5B	18257	C18orf65	18257	MAGED1	18257	ISOC2	18257
AEN	18258	KIAA1211L	18258	MANSC4	18258	KMT2B	18258	PLXND1	18258
NFKBIA	18259	TBC1D8	18259	CDKN1C	18259	LMCD1	18259	AKR7A2	18259
PSMA8	18260	ATP4A	18260	FAM64A	18260	KRT23	18260	PRSS46	18260
OTOS	18261	CDH20	18261	CLCN5	18261	ARMC3	18261	SOX13	18261
DPCR1	18262	CCNO	18262	POM121L12	18262	MAPK15	18262	TINAG	18262
SLC7A3	18263	SHISA6	18263	PDCD4	18263	SLC25A27	18263	C9orf116	18263
METTL21A	18264	TUBB2A	18264	KRTAP1-1	18264	EID2	18264	DGKQ	18264
CD5	18265	MAP7	18265	MTMR9	18265	KLK13	18265	CORO2B	18265
SRPK3	18266	RNF144A	18266	SPATA8	18266	GHR	18266	ATG4B	18266
ITSN2	18267	C9orf116	18267	HORMAD2	18267	SNURF	18267	AXL	18267
C14orf159	18268	ADRA2B	18268	OR4C3	18268	ABHD14A	18268	EN1	18268
FOXC2	18269	CEMIP	18269	FYTTD1	18269	CDH6	18269	WFDC1	18269
FAM73B	18270	OR4C3	18270	CHRNA3	18270	SLC51A	18270	PTPN14	18270
CT47A12	18271	OR5M11	18271	KCNA5	18271	PRR21	18271	PRY	18271
ISX	18272	KRTAP6-1	18272	EIF2D	18272	OR13C2	18272	RECK	18272
GRAMD1B	18273	LSAMP	18273	OLFM4	18273	PRODH2	18273	VCX	18273
GJB7	18274	ZSCAN25	18274	DOCK1	18274	CCDC142	18274	PPP3CA	18274
COX7A1	18275	ALX3	18275	LCE5A	18275	TRNP1	18275	ADGRF5	18275
CKMT1A	18276	SLC22A3	18276	ESPNL	18276	AMOT	18276	FAM179A	18276
TLL1	18277	ACSS2	18277	SNX6	18277	WNK2	18277	FUT2	18277
SPHK1	18278	C1orf229	18278	CT47A7	18278	ARHGEF10L	18278	PUSL1	18278
C16orf97	18279	KRTAP4-11	18279	LAMP5	18279	EFCAB5	18279	CRELD2	18279
OLFM4	18280	PNPLA5	18280	CCRN4L	18280	C10orf113	18280	TMEM27	18280
SDCBP2	18281	MTCL1	18281	ATP2B4	18281	UQCR11	18281	TRMT44	18281
CNFN	18282	SEC31A	18282	APOE	18282	CNTNAP1	18282	CAPN15	18282
SCX	18283	AMOT	18283	IFT140	18283	MEIS3	18283	TRIM3	18283
STX1B	18284	TUSC1	18284	MOCS2	18284	TRPM2	18284	TNP1	18284
CDH11	18285	TCTEX1D4	18285	VSTM2B	18285	ABHD14B	18285	CLDND2	18285
OR11L1	18286	GBAS	18286	DDR1	18286	MNX1	18286	ZSWIM8	18286
JAG1	18287	C16orf46	18287	TSNARE1	18287	BMX	18287	SLC9A3R1	18287
CPPED1	18288	CA7	18288	CLIC1	18288	TRO	18288	CLEC5A	18288
SMARCA2	18289	GSN	18289	KCNG4	18289	ZNF837	18289	PAWR	18289
GYPC	18290	KRTCAP3	18290	KIAA1958	18290	MGAM	18290	ZNF701	18290
NSG1	18291	CPTP	18291	WFDC11	18291	REG1A	18291	PTX4	18291
C1RL	18292	LPXN	18292	ZBTB12	18292	PIGN	18292	KCNJ18	18292
LEAP2	18293	SLC34A2	18293	C16orf93	18293	IFT20	18293	IGSF10	18293
C1QTNF5	18294	LECT1	18294	NUTM1	18294	C6orf226	18294	ERMP1	18294
TGFBR1	18295	TTYH2	18295	ZDHHC8	18295	SERPINA9	18295	TP53I11	18295
ERICH4	18296	SLC16A11	18296	HMGN4	18296	ESPNL	18296	KIF7	18296
ASIC3	18297	GRIN3B	18297	SLC2A9	18297	GSDMA	18297	TMEM107	18297
RSPH3	18298	NPTXR	18298	DEFB132	18298	GSC	18298	TSPAN19	18298
C5orf34	18299	BCAN	18299	KLK12	18299	C17orf102	18299	MKL1	18299
PROL1	18300	ST6GALNAC4	18300	IGSF5	18300	SLC22A13	18300	DENND4B	18300
CDX2	18301	OR2B11	18301	MPZL1	18301	SPACA5	18301	CPOX	18301
BHLHE22	18302	ARHGAP22	18302	SLC25A14	18302	STIM2	18302	CCNI	18302
SIX1	18303	GHRHR	18303	MGP	18303	PILRA	18303	ABLIM3	18303
BHLHA15	18304	CLDN34	18304	TUSC3	18304	DHRS7B	18304	AVPR2	18304
ISM1	18305	SLC25A14	18305	UBL4B	18305	RGS9BP	18305	BTK	18305
RNF186	18306	ACPP	18306	SLC25A4	18306	RABGAP1L	18306	PADI1	18306
MAN2A2	18307	ANO9	18307	DPT	18307	ZNF71	18307	TTC9B	18307
OR4N5	18308	GPR143	18308	GPSM3	18308	TBRG1	18308	FAM73A	18308
INSM1	18309	CPS1	18309	KISS1R	18309	AP2A2	18309	MAFG	18309
CD274	18310	PPP2R2B	18310	C9orf62	18310	SFTPD	18310	GJA3	18310
PCK1	18311	DENND5B	18311	ZNF544	18311	LOC101927572	18311	CADM2	18311
JMY	18312	NIT1	18312	RNF215	18312	TNP2	18312	SPNS2	18312
