K562	fdr_K562	lfc_K562	NCIH2030	fdr_NCIH2030	lfc_NCIH2030	LPS141	fdr_LPS141	lfc_LPS141	 SKMEL2	fdr_SKMEL2	lfc_SKMEL2
ZNF799	0.573359	0.15201	PAGE2B	0.557284	0.48384	CFAP69	0.771583	0.1143	B9D2	0.998835	-0.88658
FGF10	0.439519	1.2167	ORM2	0.362013	0.54817	SMIM14	0.81215	0.45218	B4GALNT4	0.998835	2.1561
NRSN1	1	-0.41576	LRRC3	0.729562	0.55569	CD300LB	1	-0.004106	BACH2	0.998835	-0.57048
RASL10B	0.632928	0.072858	TTC4	0.712677	0.45382	ALOXE3	0.81215	0.25601	BEST2	0.998835	3.6327
SLC30A8	0.405018	-0.19247	MRPS25	0.971531	-0.1625	AJUBA	0.169861	0.71991	BCAS2	0.998835	-0.57048
AIDA	0.968312	0.3297	CLEC7A	0.768912	0.24892	GPNMB	0.233892	0.72422	GABRR2	0.998835	2.2781
MRPS15	0.72053	0.79639	SRFBP1	0.538233	0.30508	PBLD	0.656316	0.29214	FRMPD2	0.998835	-3.0698
AMN1	1	-0.043586	ST18	0.865383	0.14149	KLHL11	0.407591	0.43442	GADD45G	0.998835	-0.88658
COG7	0.591784	-0.0092448	TAS2R3	0.865383	0.080822	TRAM2	1	0.20197	GFAP	0.998835	-3.9589
PNLIPRP2	0.615833	-0.3085	PRMT3	0.641119	0.19249	MC4R	0.870773	0.36032	GCNT3	0.998835	-0.88658
DOPEY2	0.47665	0.01426	EEF1A2	0.773403	0.16384	OR51A7	0.972988	-0.0075372	FNDC3B	0.998835	9.1696
HIGD1A	0.621911	-0.4751	AOX1	0.814406	0.17321	FAM167B	0.582837	0.53471	FCGR1B	0.998835	-0.57048
RIMKLA	1	0.53098	RPS10	0.939412	-0.20607	IFT52	0.345891	0.6796	FBXO36	0.998835	7.5235
CTU2	0.170162	2.0489	SKIV2L2	0.803918	0.042937	TMEM125	0.953353	-0.0008959	FIGLA	0.998835	-0.88658
SNRNP40	0.719086	0.13818	C11orf73	0.632956	0.20045	MCOLN1	1	0.057636	FLII	0.998835	-0.4476
MED27	1	-0.12404	WDR83	0.820732	0.32764	DUOX1	0.81215	0.27789	FKRP	0.998835	10.086
AMDHD1	0.591784	0.93588	SYNRG	0.930027	0.22026	STRA8	0.438332	0.47471	GSTA1	0.998835	1.0556
SLC2A4RG	0.812216	-0.40224	POTEE	0.768912	0.33615	LDLRAD2	0.795928	0.48379	GSK3A	0.998835	-2.6907
VWDE	0.248441	1.7634	DIMT1	0.835824	0.44245	PNN	0.695945	0.016355	HAGH	0.998835	4.7184
IFRD2	0.698046	-0.2254	HPX	0.663538	0.30764	LXN	0.908287	0.088866	HCN2	0.998835	-0.88658
C7orf62	1	0.04871	PSKH1	0.20297	0.56072	MOCS2	1	0.16604	HAND2	0.998835	-0.88658
SLC16A5	0.973687	0.61394	OR10H5	0.218377	1.3403	LPPR1	0.841975	0.35954	GNRH2	0.998835	-0.88658
VGF	0.803555	0.25694	DNASE1	0.282917	0.7528	GAB4	0.656316	0.16045	GIMAP5	0.998835	-0.88658
MAP3K4	0.529516	0.41631	ALKBH8	0.92643	0.17299	PDE6A	0.995695	0.054055	GFM1	0.998835	-0.57048
EFNB1	0.591784	0.6414	WDR62	0.837602	0.22663	PRSS45	0.47069	0.41894	GLTSCR1	0.998835	-0.31326
BMX	0.963797	0.50451	NFATC3	0.970683	0.056309	PSMB10	1	-0.085507	GNG5	0.998835	-3.2461
ZSWIM4	0.381702	0.31318	ARL2	0.820732	0.15712	INCA1	1	-0.16153	GML	0.998835	-2.6634
SLC35G3	0.621911	-0.19412	SLC4A10	0.950005	-0.19426	OR5K2	0.395733	0.4758	DCUN1D5	0.998835	-0.31326
BRWD1	0.972877	0.18276	HOXA10	0.820732	0.27428	LRIG3	0.972988	-0.093429	DCLK3	0.998835	-0.88658
PCDHB12	0.239129	1.9878	B4GALT5	0.976623	-0.060294	ASCL3	1	0.20758	DNASE1L2	0.998835	-0.88658
PAGE2	0.858265	0.079877	SPACA4	0.860074	0.17893	SLC23A1	0.345891	0.93609	DOHH	0.998835	-0.4476
CHRNE	0.248441	1.7985	PARP10	0.641119	0.69341	PRR14	0.382002	0.49073	DNMBP	0.998835	-0.88658
OR10H3	1	0.38159	LRRC2	0.718841	0.35972	MED28	0.165669	1.0961	CYTL1	0.998835	-0.88658
LOC100289561	0.546396	0.78672	CA9	0.565813	0.34301	DFNB59	0.849216	0.18189	CRACR2B	0.998835	-0.88658
ASGR1	0.812216	0.25673	FEZF1	0.538233	0.43476	DTX3	0.803786	0.85562	CPD	0.998835	-0.88658
NME1-NME2	0.543503	0.61251	CDK9	0.530213	0.76863	C2orf27B	0.868594	0.16533	CRYAA	0.998835	-0.88658
ZNF7	0.621911	0.048451	PSMC4	0.736526	0.55644	ATP6V1A	0.003275	1.58	CTSS	0.998835	-0.88658
SLC6A20	0.086974	1.2774	RACGAP1	0.719682	0.61472	ARMCX1	0.910884	0.021206	CSH2	0.998835	6.7937
ZNF844	0.861671	-0.41163	TNFAIP8	0.471721	0.27224	CDC27	0.972988	0.039764	FAM227B	0.998835	3.1151
BOC	0.621911	-0.35115	ADAT1	0.687745	0.28815	CUL1	0.771583	0.42257	FAM209B	0.998835	-0.16511
RFX3	0.682944	-0.17763	LCOR	0.814406	0.18531	CPSF2	0.405491	0.24222	FAM47C	0.998835	-2.5781
LOC101927572	1	0.032792	MTHFD2	0.988557	-0.05744	CHAF1B	0.438332	1.453	FAM86B2	0.998835	1.1698
CBWD3	0.097662	0.79929	KRCC1	0.669489	0.59536	EIF6	0.80368	0.69654	FAM86B1	0.998835	-0.78871
CLEC18C	0.135837	1.3084	SMAD3	0.745343	0.036863	RPL4	0.319705	0.96941	EVL	0.998835	-0.88658
DAG1	1	0.4217	SEC14L6	0.530213	0.46788	RPL8	0.115728	2.0664	EED	0.998835	-0.16511
OR10C1	0.282764	1.5369	KDM2A	0.471721	0.75197	RTFDC1	0.949552	0.037345	EDNRA	0.998835	-0.88658
PTPRB	0.847616	0.44752	TMTC1	0.83522	-0.023934	RPL18A	0.319705	1.792	EID3	0.998835	-0.88658
TP53	0.784312	-0.27787	CAV1	0.939524	0.22016	PFDN6	0.843146	-0.20182	ERMN	0.998835	1.9755
PPP3CA	1	-0.0024588	NRARP	0.729953	0.41243	POLE2	0.826726	-0.088508	EPHX2	0.998835	-2.7698
CC2D1A	0.670563	-0.41083	CSNK1G3	0.894106	-0.1765	RGMA	0.81215	0.32669	TAPT1	0.998835	-0.88658
TAAR5	0.591784	0.56651	C6orf141	0.736526	0.57574	SF3B2	0.718896	0.58634	TPP2	0.998835	-0.88658
RPL39	0.249028	1.3469	TSEN54	0.471721	0.49901	TOMM70A	0.585467	0.86145	YIPF4	0.998835	-0.16511
OR6B2	0.47665	0.45342	BACH2	0.894106	0.027607	USP17L19	0.743322	0.18982	WFDC8	0.998835	-3.5297
AMIGO2	0.840659	0.35254	RNF122	0.930027	0.22185	WDR18	0.266825	1.0345	TMEM108	0.998835	-0.68372
BAALC	0.106393	0.19583	GDI1	0.736526	0.48638	TOMM40	0.744756	-0.22673	VPS41	0.998835	-0.57048
RALBP1	0.615833	-0.49782	OSBPL6	0.707911	-0.10884	SLC35E3	0.895722	0.16488	ZNF383	0.998835	-0.88658
STMND1	0.741697	0.15833	LRWD1	0.88756	0.02595	SUPT6H	0.972988	0.24222	WARS2	0.998835	9.8466
NCF4	0.092692	1.8559	FTSJ1	0.773403	0.53918	TMED7	0.436099	-0.039088	VRK3	0.998835	-0.68372
HAT1	0.813496	-0.42964	SNW1	0.85408	0.30554	GIT2	1	0.012334	TNPO1	0.998835	-0.4476
FREM3	0.772347	-0.50909	RABGGTB	0.565813	0.86309	GOLT1B	0.80368	0.38221	TMEM159	0.998835	-0.16511
PCDHB9	1	-0.54385	POTEH	0.249891	1.1043	H2AFX	0.969307	-0.063999	TMEM132A	0.998835	-0.68372
F2RL2	0.591784	-0.15586	AMACR	0.942303	0.076936	GINS3	1	-0.16012	ZC3H12D	0.998835	3.2753
COL9A2	0.621911	0.51144	CAPZA1	0.471721	0.42857	FAXDC2	1	-0.18867	SYNE1	0.998835	-0.88658
PRDM10	1	-0.12792	ZNF705E	0.296115	0.61053	FDXR	0.961956	-0.83184	YIPF6	0.998835	2.312
IL36A	0.621911	-0.409	LRRC47	0.289505	0.21067	GEN1	1	-0.02849	TAMM41	0.998835	-0.16511
ASNSD1	0.785778	0.40479	HTR5A	0.835824	0.1828	IMP4	0.80368	0.8016	TMEM71	0.998835	-0.88658
ESPL1	0.175784	2.028	GNAQ	0.825622	0.14608	NOP58	0.47069	-0.40666	TMEM11	0.998835	6.7876
HMG20B	1	-0.34647	EN2	0.949902	-0.014001	ORC5	0.744756	-0.0094648	ZNF366	0.998835	-0.78871
NOVA2	0.741697	0.87103	ATP6AP2	0.289505	1.5337	OSBP	0.949552	0.084946	TBC1D20	0.998835	-0.57048
TBC1D16	1	0.23838	C9orf172	0.85408	0.18871	NGDN	0.612595	0.40261	ZNF41	0.998835	-0.88658
DCAF10	0.47665	1.0641	TTI2	0.653942	0.57344	LRRC37A3	0.771012	0.17341	USP11	0.998835	-0.88658
TRMT61A	0.813496	0.14513	DCDC5	0.696342	0.27925	MRPL30	1	0.04228	TTC36	0.998835	-0.88658
FAM222B	0.591784	0.1237	PITX3	0.84445	0.13175	NBAS	0.771012	0.48586	TWF1	0.998835	-0.88658
MAPKAP1	0.632114	0.55887	LSG1	0.851045	0.15712	THRSP	0.81215	0.25486	TRO	0.998835	-2.6634
TCF12	1	0.16091	LRP1B	0.814406	0.2663	FKRP	0.353655	0.6961	UVRAG	0.998835	-0.88658
PCDH1	1	-0.50601	REXO2	0.773403	0.29637	BMP15	0.961956	-0.0039745	VAMP2	0.998835	-0.88658
CNDP2	0.928774	0.27131	GPR50	0.544939	0.44002	RNF165	0.882038	0.22639	TRIML1	0.998835	-0.88658
C5orf34	0.376349	1.3554	RBM43	0.736526	0.64412	IL17REL	0.963018	0.022537	USP17L4	0.998835	0.11543
DDX26B	0.591784	0.82557	NPEPL1	0.641119	0.34554	NPRL2	0.751941	0.041212	ZNF468	0.998835	5.6309
FASTKD3	0.937457	0.084206	UBR4	0.837602	0.57158	ZNF575	0.771012	0.26257	TMC2	0.998835	-2.6355
OR10P1	0.40075	-0.12547	HERPUD2	0.551081	0.42079	PI16	1	0.12265	TMBIM6	0.998835	6.3651
BEAN1	0.485834	1.0775	JMJD1C	0.582324	0.49122	ERI3	0.744133	0.321	ZNF385C	0.998835	1.401
ARL5A	0.201466	1.2007	SFMBT2	0.982575	-0.11998	CABLES1	0.972988	0.18337	TBC1D30	0.998835	-0.88658
CNTNAP4	1	-0.5481	MARCHF3	0.891785	0.14685	BSPH1	0.753803	0.58863	TSC22D3	0.998835	6.6587
PSTPIP2	0.785778	0.84377	KIF17	0.926337	0.30427	DIO3	0.259916	0.61365	TSPAN7	0.998835	-3.2087
KCNH6	0.909103	0.55069	NUB1	0.881376	-0.25073	AQP6	1	-0.20506	TTC16	0.998835	-0.4476
COL1A2	0.909103	0.63533	PRR5-ARHGAP8	0.915718	0.060764	LGALS4	0.151531	0.90296	TEK	0.998835	4.8072
OR52B2	0.47665	1.0972	SUPT6H	0.253616	1.5265	STARD3NL	0.649999	0.19695	TLK2	0.998835	-0.16511
ANGPTL5	0.853387	-0.42573	ALG11	0.623033	0.76863	POF1B	1	0.083726	SURF1	0.998835	-0.88658
GHDC	0.211532	1.5707	GRIP1	0.814406	0.19228	JAKMIP1	0.593029	0.59879	ZNF703	0.998835	5.2199
DTX4	0.865041	0.31338	ITGA2	0.718841	0.76653	TBC1D30	0.81215	-0.21287	TMEM225	0.998835	-0.88658
POTED	1	0.19465	ATXN1	0.903041	0.046446	CMSS1	0.849216	0.034443	ZMPSTE24	0.998835	-0.78871
CSF2	1	0.11198	TBX4	0.80442	0.073447	CDH20	0.961956	0.011842	HDC	0.998835	-3.0059
WTAP	0.405018	0.59812	TUBE1	0.526497	0.54823	SCPEP1	0.80368	0.28033	MIR205HG	0.998835	-0.21449
LOH12CR1	0.621911	-0.012135	OR4C6	0.565813	0.35258	SERPINB9	0.744756	-0.014281	PHLDB1	0.998835	7.2769
NUGGC	0.822943	0.32997	MBNL1	0.930027	0.22364	OR52N5	0.912875	-0.11921	IL12RB1	0.998835	-3.1897
C4orf17	0.222353	-0.057305	THUMPD3	0.945754	0.15074	RPF2	0.160173	1.792	HOXB2	0.998835	-4.1969
PRKCG	0.75631	0.85763	HS6ST1	0.667421	0.73106	RPP21	0.438332	1.0089	LRRC37A	0.998835	-3.9589
SLC2A6	0.666297	-0.0094437	ERCC5	0.520399	0.48604	TAF1C	0.594387	0.69045	AZIN2	0.998835	-2.7439
SIRPB2	0.754628	0.29089	ATP6V1G1	0.505508	0.02207	KRTAP4-5	0.81215	0.11718	SLC22A2	0.998835	-3.5297
MBD3L3	0.591784	0.66923	PDE4DIP	0.289505	1.5566	ORAI2	0.771012	0.32853	SCFD2	0.998835	-3.9923
TCAF1	0.957193	0.2039	WDR4	0.684578	0.42075	PRKRIP1	1	-0.13134	CD47	0.998835	-2.6907
GAGE1	0.870887	0.14321	FAM122B	0.915718	-0.036335	CT47A5	0.409405	-0.081444	SPRR2E	0.998835	-0.68372
ORMDL2	0.470677	1.1642	GOLGA8R	0.677499	0.7902	TKFC	0.509936	0.24744	ZFP62	0.998835	-4.0672
FBXO27	0.754628	0.15082	ALAS1	0.92643	0.12218	ADAMTSL2	0.632327	0.41566	ZNF843	0.998835	-3.8418
MYLK	0.740507	0.68967	GNAI1	0.983566	0.012049	FAM102A	0.81215	0.12376	YDJC	0.998835	-3.1508
GNG8	1	-0.4755	GJC3	0.707911	0.25311	VPS37C	0.882038	0.23907	TDRD9	0.998835	-2.7698
UBALD2	0.591784	0.89851	CHMP1B	0.669489	0.58282	PRR20E	0.963018	-0.10264	UBALD1	0.998835	-0.4476
MAP6D1	0.883331	0.41164	NACAD	0.736526	0.28273	ZNF721	0.947831	0.051248	GFY	0.998835	-4.2064
PPM1B	1	-0.36005	ZCCHC16	0.80252	0.35113	ROBO2	1	0.057063	HOXA13	0.998835	-2.8689
XAF1	1	-0.22306	MOGAT2	0.773403	0.15343	DGKG	0.540706	0.57021	FHL3	0.998835	7.1274
FCGR2A	0.84943	0.85645	MLC1	0.825622	0.30937	TRMT12	0.996088	-0.079716	FGFR3	0.998835	-3.5145
PSCA	1	0.31856	FAM13A	0.471721	0.59361	CCDC96	0.81215	0.30473	ELF2	0.998835	-2.5781
KSR2	1	0.42704	SRSF4	0.970683	-0.046804	STX6	0.814643	0.027607	KIF26A	0.998835	-0.42027
BEST1	0.11717	1.3836	MRPL16	0.880128	0.18955	ITPRIP	0.932463	0.074095	DET1	0.998835	-2.5183
SLC22A5	1	-0.45162	DCLRE1B	0.824237	0.30955	BRWD1	0.80368	-0.098955	RFPL3	0.998835	-3.1508
SESN2	1	0.21677	TEAD4	0.975814	-0.085656	PPP2R1B	0.949552	0.022738	KRTAP3-2	0.998835	0.13117
IL1RL1	1	-0.34677	ZNF251	0.820732	0.7446	RMND1	0.374038	0.60647	RNF170	0.998835	-0.41964
MTF2	1	-0.096443	TRMU	0.766637	0.0056261	CNOT2	0.359385	1.5379	FPR3	0.998835	-2.4874
GPR82	1	-0.17386	C7orf57	0.526497	0.66518	HIST1H2AL	0.632327	0.066042	FBXO41	0.998835	-3.1109
KRTAP2-1	1	-0.15313	ARHGAP32	0.696342	0.3284	PEX11A	1	-0.062341	CD248	0.998835	-4.1285
HMGN2	0.930357	0.29385	SHOX	0.814406	0.26025	ZAR1	0.81215	0.39153	BMX	0.998835	1.8215
MYO3A	0.757811	0.15642	DNAJB11	0.915718	0.097169	STAG3	0.912875	0.131	CDY1	0.998835	-3.3527
TRO	0.591784	-0.12168	CLEC1A	0.669864	0.1713	RNF145	0.351639	0.71712	ARPIN	0.998835	11
POMC	0.957193	0.2399	NKX1-1	0.641119	0.28472	SFTA2	1	-0.0072008	RETN	0.998835	2.407
IL1A	0.451582	1.1882	PDLIM5	0.942303	-0.050585	RANBP6	0.629226	0.2042	PRR22	0.998835	-3.5145
SPINK6	0.785778	-0.24937	NOP16	0.865383	-0.14758	GOLIM4	0.895722	0.25796	TIMM8B	0.998835	-3.3865
VIL1	0.175784	1.4159	ENTPD4	0.667421	0.50843	ZNF557	0.972988	0.13425	TMEM45A	0.998835	-3.0275
BEND6	0.529516	-0.39138	REPIN1	0.930027	0.14446	SEC24A	0.438332	0.65206	PPIC	0.998835	-2.8202
GDAP1	0.248441	1.8129	ZC3H11A	0.736477	0.55053	C14orf93	0.492103	0.40632	ITPK1	0.998835	-3.7407
RPH3AL	1	-0.30769	LONP1	0.975814	-0.011489	PRICKLE2	0.846014	-0.0096418	PAOX	0.998835	-2.9617
FUS	1	-0.077595	NEGR1	0.684272	0.33379	COL4A3BP	1	0.17143	WNT3A	0.998835	-3.1508
NPB	0.293846	1.4547	SMNDC1	0.878966	0.05673	IFT20	0.540706	0.41618	C6	0.998835	-2.939
PAGE2B	1	0.45613	FBN2	0.005363	0.26059	UMOD	0.743322	0.33794	HSPB8	0.998835	3.8516
RAB3GAP2	0.734293	-0.030971	TNFAIP8L2-SCNM1	0.949231	0.19949	ATP5O	0.320542	0.91143	ERRFI1	0.998835	-0.4086
ZSCAN18	0.851439	0.39211	FAM104A	0.915718	0.087225	MRPS26	0.869823	0.52848	ENDOU	0.998835	4.7714
ACBD4	0.298443	0.97259	TGFA	0.837602	-0.069442	LYSMD1	0.9857	0.13635	RASGEF1C	0.998835	-2.8927
LRIF1	0.75631	0.45756	OTUD1	0.669489	0.36493	KRCC1	0.80368	0.28625	PIP4K2B	0.998835	-2.7176
MTHFS	0.963797	0.43603	FAM183A	0.825622	0.2917	AMY1B	1	-0.0047249	LRRC43	0.998835	-0.31326
SUFU	0.517272	1.0384	GABRR2	0.557284	0.48451	DQX1	0.997678	0.010783	CSAD	0.998835	-3.0059
SIK1	0.282547	0.27543	JCHAIN	0.565813	0.64077	SLC4A9	0.912875	0.054143	CHL1	0.998835	-0.57048
HECW1	0.290614	0.021025	CXCL13	0.873056	-0.049794	GDF11	0.81215	0.22407	AP3B2	0.998835	-2.6355
VDAC1	0.993246	-0.43541	ANKRD34A	0.837954	0.2582	MAN2B2	0.972988	-0.065272	DRC1	0.998835	-0.68372
FADD	0.529516	0.16703	CLUH	0.719681	0.16085	GSG1L	0.912875	0.16345	DNAH1	0.998835	6.5748
ACTR3B	0.591784	-0.51492	MAP1A	0.669489	0.41226	B3GAT3	0.818547	0.41128	CSF2	0.998835	10.394
IDE	0.75631	0.19591	SLC35D2	0.930261	-0.15407	SEC14L1	0.865778	0.18355	SLC30A8	0.998835	-4.1385
GCNT1	0.499686	1.0751	ZBTB45	0.820732	0.38884	UBE2U	0.868594	0.16404	ZNF580	0.998835	1.8007
ARHGAP18	1	-0.18396	LSM14B	0.681257	0.36319	OAT	0.932463	0.019485	TSPYL6	0.998835	-3.7143
C6orf132	0.613448	0.82061	INPP5J	0.91444	0.1457	OR2A4	0.80368	0.2643	TGIF1	0.998835	-4.2064
TMEM91	0.157698	1.5106	PTPN5	0.975814	-0.081028	OR4S2	0.401417	0.57516	ZFAND3	0.998835	-3.3354
PNPLA4	1	-0.15841	PDZD9	0.289505	1.1326	THOC5	0.80368	-0.085222	SFTPB	0.998835	-3.632
HDDC3	0.785778	-0.43629	MYBPC3	0.939412	0.17869	DNAAF1	0.438332	0.26215	ZSCAN29	0.998835	4.4189
GRIK5	0.621911	-0.052436	CD82	0.582258	0.45293	PNKD	0.399293	0.90119	ZNF800	0.998835	-3.1109
WDR83OS	0.803974	0.3915	PGM2L1	0.915718	0.18042	MAD2L2	0.972988	0.11803	SF3B6	0.998835	-0.31326
KDSR	1	0.46593	SEC22C	0.853849	0.1656	RPL23A	0.771012	0.47991	C1orf54	0.998835	-0.31326
GIGYF2	0.405018	1.2581	PPM1N	0.942303	-0.14654	EIF2S3	0.992437	-0.83184	BLK	0.998835	-2.7439
ING1	0.451582	-0.02538	ONECUT1	0.835824	0.17248	AFG3L2	0.845192	-0.14923	GDF5	0.998835	1.209
ZIC5	1	-0.13936	ATP11B	0.90719	-0.050018	ARMC7	0.169861	0.16882	MGRN1	0.998835	-0.31326
POLDIP2	0.670563	0.18777	COMMD10	0.467233	0.16991	ATP10D	0.972988	-0.19615	EIF2AK2	0.998835	4.5037
OR2L8	0.591784	0.84836	OR51E2	0.669864	0.57106	CAMLG	0.501155	0.40418	NLRC3	0.998835	-0.28639
ZNF25	0.591784	-0.12759	CASP14	0.930027	0.14556	KRBA1	0.849216	0.18466	RGN	0.998835	-3.7667
FBRSL1	0.910444	0.42629	EPHX1	0.902882	0.13462	CLECL1	0.81215	0.0011842	NEK11	0.998835	-0.39683
GSAP	1	-0.24394	SENP3	0.526497	0.55526	SIGMAR1	0.406749	0.52758	MAPK8IP3	0.998835	8.8104
SLC6A14	0.474347	1.1257	ATG7	0.820732	0.1661	PTP4A1	0.978947	0.010238	MPEG1	0.998835	-2.7952
TRPV1	0.290614	1.2767	TNFSF8	0.930027	-0.029173	GPKOW	0.319705	1.6565	SLC37A4	0.998835	-3.8047
ITGB4	0.451582	1.1976	ZMYND15	0.684578	0.21259	SULT6B1	0.972988	0.18168	TAS2R39	0.998835	-3.0698
PLEKHG1	0.892097	0.37439	TRIM48	0.623033	0.44844	DNAJB12	0.972988	-0.13108	TM2D3	0.998835	-3.7667
ZBED3	0.880128	0.34204	SLU7	0.582258	0.95359	ACAD11	0.963018	0.039416	TMEM27	0.998835	0.33327
TMEM129	0.543503	0.98608	EHBP1L1	0.91444	0.17462	CSPG4	0.971265	0.17158	SEZ6L2	0.998835	-2.5183
MOB3C	1	0.25227	DSCR3	0.892417	0.18995	CD276	1	-0.092856	VPS4A	0.998835	-0.31326
TCTA	0.910444	0.21346	KIAA1024	0.553832	0.42996	DPPA2	0.80368	-0.12947	ALPPL2	0.998835	-3.3527
COG4	0.157698	1.5452	IFT122	0.947838	0.066006	LIN7C	0.972988	0.15495	BIN1	0.998835	-3.318
DCDC1	0.851364	-0.14245	TIMM21	0.971078	0.04667	DNHD1	0.914026	-0.2081	ALMS1	0.998835	-3.4196
SMARCA2	1	0.12683	ORM1	0.994809	-0.10029	KAT6B	0.399293	0.59152	ACYP1	0.998835	-0.68372
ZGRF1	1	-0.50172	KCNA7	0.949902	0.15604	LIN28B	1	-0.000137	ADM2	0.998835	-4.3246
USP40	0.282764	1.5549	BRWD3	0.820732	0.35336	LY6G6C	0.963018	0.039288	CPS1	0.998835	-3.131
FADS2	0.47665	1.1301	AEBP2	0.915718	-0.15295	FOXK2	0.407591	0.36765	HSD3B1	0.998835	-0.4476
DMXL1	0.67007	-0.0039738	NT5DC3	0.621711	0.40907	ZCCHC12	0.81215	0.104	KIF13B	0.998835	4.6878
ERN1	0.831921	0.043184	EDNRA	0.681257	0.22364	CBX7	0.483535	0.39342	COPZ2	0.998835	5.1029
TCF25	0.41508	1.2419	IL12RB1	0.915718	0.18914	MME	0.976417	-0.1391	ZNF253	0.998835	-2.7698
KLHL6	1	-0.25565	HOXD4	0.986516	-0.017657	SLCO5A1	0.912875	0.21455	IFI35	0.998835	-2.4874
ZCCHC4	0.591784	0.66983	GSTM4	0.930027	0.22016	GTF3C6	0.695945	0.16873	HYPM	0.998835	6.9234
NANOS2	0.233437	1.9895	PRDM6	0.681257	0.20377	CD44	0.407591	1.0743	UBASH3A	0.998835	-3.6179
PSD	1	0.17568	CALHM3	0.930027	0.20544	DBF4	0.672529	0.16275	GRM3	0.998835	0.97699
P2RY12	1	-0.1961	THAP4	0.942303	-0.048461	PAPPA2	0.996088	0.10494	SYT12	0.998835	2.2408
EMILIN1	0.122621	1.5648	NAA40	0.253616	1.1982	DHX58	0.744133	0.077951	TMEM53	0.998835	-2.6071
EFNB2	0.322377	1.0913	CPZ	0.949902	-0.020864	GNAI3	0.600292	-0.0068557	ARMC6	0.998835	-2.4236
ATP5O	0.282764	0.83943	NAT10	0.623033	0.29637	ZBTB4	1	-0.069984	C12orf4	0.998835	6.9024
PHB2	0.828849	0	LRRTM3	0.837954	0.24202	OR4K5	0.771012	0.076162	ASXL3	0.998835	2.3281
MYH7	0.178248	1.9018	PLEKHO2	0.814406	0.38656	IL13RA2	0.610672	0.62035	GPX5	0.998835	2.4586
ADAMTS3	0.784312	-0.052592	GPR89B	0.047891	2.3854	BST2	0.672529	0.22527	FAM198B	0.998835	4.2968
RSC1A1	0.785778	0.53341	ZCCHC9	0.970683	0.07929	ZNF791	0.849216	0.10295	LGI3	0.998835	2.5661
IFNA2	0.670563	0.15277	MYH3	0.652423	0.55261	CEP350	0.972988	0.076536	LPL	0.998835	1.894
NWD2	0.248441	-0.30346	SLC2A7	0.837602	0.24905	GPD1L	0.743322	0.16764	IQSEC2	0.998835	-3.5145
DHRS9	0.591784	0.40581	SPATA17	0.88756	0.1518	ZNF655	0.666904	-0.053155	LARP6	0.998835	-2.8927
LY6G6D	1	0.47605	TGFB1I1	0.780963	0.036034	SMAD3	0.81215	-0.081397	LY6H	0.998835	-2.4236
HPX	0.347392	0.23802	LRRCC1	0.822775	0.24505	ZBTB16	0.972988	0.021942	QRFPR	0.998835	-3.9476
SLC1A5	0.248441	1.8984	TUT1	0.679085	0.048544	ZSCAN18	0.437221	0.3802	SP100	0.998835	-2.984
ITGA5	0.517272	-0.12406	KRT6C	0.835824	0.28815	HIST2H3D	0.80368	0.4017	MTG1	0.998835	-2.6071
SMCO4	0.282547	1.6447	PER2	0.599363	0.51369	ASIC5	0.399293	0.6367	PPM1J	0.998835	6.6488
LIPK	0.441842	0.95026	SPATA20	0.930027	0.21968	FFAR3	0.947831	-0.056145	COL4A4	0.998835	6.2329
TANGO2	0.889607	0.46593	FBXL12	0.681257	0.76837	WEE1	0.672529	-0.17458	ENPP7	0.998835	-0.13173
HSCB	0.357126	-0.8345	IGFBPL1	0.339561	0.54743	HIPK1	0.895722	0.27155	GBP2	0.998835	-0.78871
WFDC1	0.822943	-0.12418	ATG4B	0.289505	0.63795	DHDH	0.353558	0.61048	GCA	0.998835	-0.78871
OTUB1	1	0.046649	NODAL	0.822775	-0.079829	GTF2F2	0.963018	-0.10828	FTMT	0.998835	3.5499
C15orf52	1	0.61883	PPAPDC2	0.926337	0.10089	NDFIP1	0.972988	0.038746	GABRG2	0.998835	2.8055
MAP2K3	0.293846	1.4877	RGS1	0.530213	0.86789	PRKD3	0.895722	0.05453	FURIN	0.998835	-0.78871
CCR8	0.591784	0.68456	TLR6	0.930027	-0.029416	NGFRAP1	0.771012	0.32039	GOLPH3L	0.998835	-0.78871
ANKRD22	0.376349	-0.35741	ATP2B4	0.814406	0.22259	TBC1D16	0.319705	0.64635	HCN3	0.998835	-0.78871
NFXL1	0.698046	0.11684	ANKRD20A4	0.632812	0.79022	CAPN3	0.438332	0.86642	HIST1H2BM	0.998835	-2.6071
JCHAIN	0.405018	1.2716	LURAP1	0.942303	0.16835	SPAG6	0.457337	0.54898	GNG8	0.998835	-0.57048
PLS1	0.248441	1.8236	SNAI2	0.780963	0.27841	ALKBH7	0.438332	0.43411	GJA9	0.998835	-0.78871
PER3	0.405018	1.1768	COQ10A	0.168235	-0.11064	FBXL5	0.80368	0.37392	GLB1	0.998835	-0.78871
DVL2	0.127609	1.1432	PEMT	0.707911	0.55552	ZNF79	0.672529	0.086687	GNB4	0.998835	-0.78871
CHCHD3	0.591784	0.51288	EDN2	0.766637	0.30537	OPRL1	0.963018	-0.024	FSIP1	0.998835	-0.78871
